3459.15444756178	-0.0890666918291749	-0.12600077372131227	-8.751318414394719e-11	-0.0019161879931044337
3443.02835246245	-0.10293973256791303	-0.14521823240254156	-1.4559456632881256e-10	-0.0031879374815299037
3427.05191488858	-0.11075368817109252	-0.14878127667977514	-2.0728595164510106e-10	-0.0045387315701852565
3411.22306112742	-0.11116108216219228	-0.14541422955621774	-2.52335404724953e-10	-0.00552513404121801
3395.53975560231	-0.11278643959865328	-0.150309903977061	-2.8660852396489534e-10	-0.006275577991078064
3380.0	-0.11153871446382402	-0.151691677641276	-3.1348072798941885e-10	-0.006863971559472822
3364.60183242188	-0.11140133811472419	-0.15938434416955938	-3.326855760646883e-10	-0.0072844807621855814
3349.34332655828	-0.10968264822993265	-0.16940245195634313	-3.607036078668369e-10	-0.007897963366605348
3334.22259088509	-0.10570364765811815	-0.18202685458865728	-3.663718890862625e-10	-0.008022076007694227
3319.23776788213	-0.09545297772228427	-0.18317380169643682	-3.6988643427372497e-10	-0.008099030461532418
3304.38703327244	-0.07883111706941555	-0.17634857330865844	-3.8532306691920665e-10	-0.008437030848772148
3289.66859528192	-0.06349186619709991	-0.16682043632952623	-4.154113437406437e-10	-0.009095843521884417
3275.08069391867	-0.04293543662349479	-0.1564082427691596	-4.0655110258101863e-10	-0.00890183975099937
3260.62160027141	-0.023306547053233328	-0.1477357365104184	-3.884954955878816e-10	-0.00850649432200032
3246.2896158264	-0.0019644928730683637	-0.12268479232462562	-3.147050385861735e-10	-0.006890779054689462
