3459.15444756178	-0.10550123051806054	-0.14215473974776763	-6.423870774399062e-11	-0.00237278508249737
3443.02835246245	-0.126720710087811	-0.15729573828759238	-1.1064027338000989e-10	-0.004086719665123977
3427.05191488858	-0.13896485904000921	-0.16106647635909477	-1.614662863125335e-10	-0.005964080053034211
3411.22306112742	-0.1423388004750158	-0.15738997321980214	-2.0292496725476792e-10	-0.007495439308761991
3395.53975560231	-0.14537852663394304	-0.15674334239905463	-2.3114369768409574e-10	-0.00853775452588258
3380.0	-0.14321889909146393	-0.15615309856452322	-2.5168584204985237e-10	-0.00929651969139347
3364.60183242188	-0.14084385844200273	-0.15950100557523111	-2.6253445491652565e-10	-0.009697234893797887
3349.34332655828	-0.1351768927366538	-0.16352010676419867	-2.7670928382513313e-10	-0.010220810534754685
3334.22259088509	-0.12699030665234926	-0.17261366719848886	-2.7370688783752135e-10	-0.010109911037218923
3319.23776788213	-0.11130650374308217	-0.17331580001158253	-2.702304688254257e-10	-0.009981502551710706
3304.38703327244	-0.08887945637755534	-0.1651686712837768	-2.8018941046295065e-10	-0.010349355968830415
3289.66859528192	-0.0692433372205294	-0.15076444500014557	-2.909676636255984e-10	-0.010747472294918917
3275.08069391867	-0.04576798583465422	-0.13573917875566677	-2.815296039849206e-10	-0.010398858695586112
3260.62160027141	-0.02165504547049219	-0.13452825399474516	-2.6209080879248615e-10	-0.0096808479373662
3246.2896158264	0.002224939234282767	-0.10905808777173628	-2.154524959173942e-10	-0.007958168622211149
