-0.08212567567043985	-0.0	-0.0024664647780499346
-0.09989804739904343	-0.0	-0.005068972466598407
-0.10936765012127764	-0.0	-0.0077864718111176085
-0.11325455528282283	-0.0	-0.010330980775541204
-0.11508746896827335	-0.0	-0.012027283319106605
-0.11321653590826826	-0.0	-0.01313802696014992
-0.1097985928968677	-0.0	-0.013485002499688835
-0.10403488519346574	-0.0	-0.013789766692415106
-0.09700201911652602	-0.0	-0.013162173341415003
-0.08510595339357771	-0.0	-0.012542368887964072
-0.06856241489288677	-0.0	-0.012415412540838871
-0.05302453277778271	-0.0	-0.012453520257140827
-0.036327710376150506	-0.0	-0.011540387013408778
-0.02079865459997843	-0.0	-0.01025193224152888
-0.0054731602878542555	-0.0	-0.008444239650865765
